Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Defaulted,Total_Debt
48.3,712,2,Full-Time,N,107874,Credit Card,11636,Single,N,Non-Binary,0.147,N,11743
32.4,719,1,Part-Time,N,66478,Credit Card,4861,Single,Y,Female,0.1158,Y,4968
24.9,700,2,Part-Time,N,63674,Credit Card,22704,Single,N,Female,0.1229,Y,22780
49.5,645,2,Unemployed,N,103141,Auto,36168,Single,Y,Male,0.1468,Y,36364
49.6,732,4,Full-Time,N,65595,Mortgage,4302,Married,N,Female,0.1306,N,4345
30.1,707,4,Full-Time,Y,87065,Credit Card,9096,Single,N,Female,0.1337,N,9171
25.8,797,3,Full-Time,Y,37205,Auto,2768,Married,N,Male,0.0849,N,2772
45.8,669,2,Part-Time,Y,71929,Credit Card,7243,Married,N,Male,0.1164,N,7349
35.8,706,3,Full-Time,Y,49722,Credit Card,9889,Married,N,Male,0.1081,Y,9955
28.1,689,2,Full-Time,Y,67416,Auto,14998,Married,N,Male,0.1227,N,15075
18.3,736,2,Full-Time,N,46704,Credit Card,3708,Married,N,Male,0.0801,N,3743
54.1,729,2,Full-Time,N,55991,Mortgage,23826,Married,N,Female,0.105,N,23842
29.2,745,1,Full-Time,N,17622,Medical,248,Single,N,Male,0.0558,N,250
38,729,0,Full-Time,N,52273,Credit Card,12569,Single,N,Male,0.0914,N,12587
34.4,719,0,Full-Time,Y,42587,Mortgage,3627,Married,N,Female,0.0704,N,3651
41.8,776,2,Full-Time,N,56899,Auto,4856,Single,N,Male,0.0758,N,4867
40.3,706,2,Full-Time,N,64034,Auto,30343,Single,N,Female,0.1067,N,30404
48.5,660,2,Part-Time,Y,78147,Credit Card,60458,Married,N,Male,0.1603,N,60548
24.7,691,2,Part-Time,N,86819,Credit Card,14321,Married,Y,Female,0.1594,Y,14422
27.3,704,1,Part-Time,Y,38986,Auto,4864,Married,N,Female,0.1064,Y,4905
18.6,764,1,Full-Time,Y,36635,Auto,2281,Married,N,Female,0.1054,N,2286
50.5,642,2,Part-Time,N,60389,Credit Card,2917,Single,Y,Female,0.1305,Y,3040
57.8,726,2,Full-Time,N,72014,Business,12965,Single,N,Female,0.1194,N,13016
42.6,695,2,Part-Time,Y,118519,Credit Card,47758,Married,N,Male,0.1664,N,47885
30.9,713,0,Full-Time,Y,42542,Mortgage,5791,Married,N,Female,0.0941,N,5821
29.1,746,2,Full-Time,Y,79166,Credit Card,25069,Married,N,Male,0.107,N,25136
26.5,809,2,Full-Time,Y,66665,Mortgage,8444,Single,N,Male,0.0815,N,8450
40.4,684,2,Full-Time,N,144145,Credit Card,56100,Single,N,Female,0.1696,Y,56301
44.7,726,2,Full-Time,N,72411,Auto,7340,Single,N,Female,0.1281,N,7394
34.7,692,2,Part-Time,N,92395,Credit Card,19634,Single,N,Female,0.1544,N,19714
31.4,727,2,Full-Time,N,98272,Credit Card,6760,Single,N,Female,0.1381,N,6820
23.1,682,2,Part-Time,N,58309,Credit Card,12240,Single,Y,Female,0.1289,Y,12316
23.2,777,1,Full-Time,Y,31348,Medical,5405,Married,N,Male,0.069,N,5409
34.1,716,2,Part-Time,Y,81163,Credit Card,15151,Single,N,Male,0.1357,Y,15243
32.7,803,0,Full-Time,N,31451,Medical,1583,Single,N,Female,0.0581,N,1583
38.3,705,3,Full-Time,Y,88242,Business,36597,Married,N,Male,0.1346,N,36662
27.8,766,0,Full-Time,Y,35198,Medical,7433,Married,N,Male,0.0494,N,7441
39.8,724,2,Full-Time,N,105795,Business,24623,Single,N,Male,0.14,N,24717
37.4,752,2,Full-Time,Y,55583,Business,8341,Married,N,Male,0.0896,N,8372
40.4,622,1,Part-Time,Y,74306,Credit Card,9386,Married,Y,Female,0.1708,Y,9511
31.8,708,2,Full-Time,N,41034,Business,3704,Single,N,Female,0.113,N,3727
39.2,757,2,Full-Time,N,72342,Business,12560,Single,N,Male,0.0993,N,12613
45.7,711,2,Part-Time,N,139825,Auto,197465,Married,N,Male,0.1475,Y,197688
25.3,842,0,Full-Time,N,24157,Medical,1809,Single,N,Male,0.0421,N,1809
35.3,693,3,Full-Time,N,54500,Credit Card,3564,Single,N,Male,0.1379,N,3601
35,688,2,Part-Time,N,161537,Credit Card,106986,Single,Y,Non-Binary,0.175,Y,107198
30.9,774,1,Full-Time,Y,49001,Medical,6963,Married,N,Female,0.0847,N,6965
39.3,687,2,Full-Time,N,62883,Auto,10281,Single,N,Female,0.1238,Y,10370
39,1062,2,Full-Tme,Y,331377,Bussins,285508,Married,N,Femalee,0.1191,N,285288
34,698,1,Full-Time,N,57055,Mortgage,3906,Married,N,Male,0.1051,N,3949
37.1,667,2,Part-Time,Y,103199,Auto,20234,Married,Y,Male,0.1497,Y,20402
33.3,779,2,Full-Time,N,97083,Credit Card,29217,Single,N,Male,0.098,N,29281
42.1,581,2,Part-Time,Y,194617,Credit Card,94689,Married,Y,Female,0.2196,Y,95336
31.5,804,2,Full-Time,N,37579,Mortgage,3248,Married,N,Female,0.0498,N,3254
48.8,706,2,Full-Time,Y,,Mortgage,32371,Married,N,Non-Binary,0.1244,N,32371
39.4,653,2,Part-Time,N,58035,Credit Card,11788,Single,Y,Female,0.142,Y,11882
44,709,2,Full-Time,N,61790,Credit Card,4581,Single,N,Female,0.1262,N,4602
42.9,643,2,Part-Time,N,,Business,48926,Single,Y,Male,0.1672,Y,48926
24.9,778,2,Full-Time,Y,37843,Credit Card,3866,Married,N,Female,0.0665,N,3887
44.1,665,2,Part-Time,N,193759,Credit Card,93855,Married,N,Non-Binary,0.1795,Y,94244
35.3,718,3,Full-Time,N,82844,Business,7549,Single,N,Female,0.1187,N,7630
48.2,676,2,Part-Time,N,100263,Credit Card,15079,Single,N,Female,0.1487,Y,15248
35.6,669,2,Part-Time,Y,116744,Credit Card,159461,Single,N,Male,0.1418,N,159636
39,768,3,Full-Time,N,123514,Mortgage,12204,Single,N,Female,0.1224,N,12244
36.8,697,2,Unemployed,N,92681,Credit Card,15461,Single,Y,Female,0.17,Y,15575
32.5,714,2,Full-Time,N,92671,Credit Card,10305,Single,N,Male,0.1266,N,10403
29.1,747,3,Full-Time,Y,64561,Auto,17506,Married,N,Male,0.1132,N,17539
62,641,2,Part-Time,N,69079,Auto,17656,Single,Y,Male,0.1402,Y,17792
44.1,755,2,Full-Time,N,58409,Credit Card,8188,Single,N,Non-Binary,0.1077,N,8198
36.4,710,2,Part-Time,Y,118564,Business,47794,Married,N,Non-Binary,0.1492,N,47890
49.1,719,2,Full-Time,Y,100727,Business,27394,Married,N,Female,0.1534,N,27440
38.6,613,2,Part-Time,Y,136395,Business,42787,Married,Y,Male,0.1677,Y,43215
35.3,721,2,Full-Time,N,81968,Credit Card,23515,Single,N,Female,0.1483,N,23564
22.4,774,2,Full-Time,N,49194,Mortgage,2904,Married,N,Male,0.0969,N,2914
40.4,723,2,Full-Time,N,113387,Credit Card,20570,Single,N,Female,0.1684,N,20624
38.7,698,2,Full-Time,N,56141,Business,10086,Married,N,Female,0.0788,N,10154
50.1,664,2,Part-Time,N,173548,Credit Card,120475,Single,N,Female,0.1452,Y,120842
41.3,731,0,Full-Time,N,39311,Auto,2781,Married,N,Male,0.0776,N,2810
40.1,717,2,Full-Time,Y,58170,Business,5414,Married,N,Female,0.0944,N,5457
55.5,746,2,Full-Time,N,112809,Credit Card,39449,Married,N,Female,0.1454,N,39483
29.3,665,2,Part-Time,Y,113697,Credit Card,38781,Single,Y,Female,0.1522,Y,38924
18.7,836,4,Full-Time,N,21589,Medical,559,Single,N,Non-Binary,0.0284,N,559
56.8,687,2,Full-Time,Y,282959,Credit Card,464381,Married,N,Non-Binary,0.1982,N,464684
30.3,802,2,Full-Time,N,71076,Mortgage,36372,Married,N,Male,0.1054,N,36384
41.7,367,2,Prat-Time,N,248454,Auto,209879,Married,Y,Femalee,0.1383,Y,209393
22.8,705,1,Full-Time,N,31267,Credit Card,1369,Single,N,Male,0.0565,N,1403
48.3,731,1,Full-Time,N,74368,Auto,14932,Single,N,Female,0.1151,N,15034
47.1,695,2,Full-Time,Y,83509,Credit Card,20223,Married,N,Female,0.1312,N,20321
33.5,646,2,Part-Time,N,87951,Credit Card,19338,Married,Y,Male,0.1514,Y,19527
35.6,682,1,Full-Time,N,51447,Credit Card,8999,Single,N,Female,0.1016,N,9066
24.6,714,2,Part-Time,Y,51961,Credit Card,2700,Married,N,Male,0.1311,N,2738
41.5,773,2,Full-Time,N,56824,Mortgage,19696,Married,N,Female,0.0929,N,19719
31.3,743,2,Full-Time,Y,112011,Auto,35130,Married,N,Female,0.1202,N,35212
35.1,644,2,Part-Time,N,104843,Auto,9892,Single,Y,Male,0.1677,Y,10145
33,777,0,Full-Time,Y,35337,Credit Card,2247,Married,N,Male,0.0718,N,2251
40.9,701,3,Full-Time,N,121944,Business,107066,Single,N,Female,0.1512,N,107166
28.1,805,2,Full-Time,N,46790,Credit Card,4160,Married,N,Non-Binary,0.0629,N,4171
44.6,614,2,Part-Time,N,102666,Auto,17918,Single,Y,Female,0.1639,Y,18157
38.4,745,2,Full-Time,Y,66821,Business,12502,Married,N,Female,0.1366,N,12534
43.2,740,3,Full-Time,N,71694,Credit Card,6168,Single,N,Female,0.1142,N,6223
50.5,680,2,Part-Time,N,266237,Credit Card,85057,Married,N,Female,0.1848,N,85413
38.4,693,2,Part-Time,N,70836,Credit Card,17060,Single,Y,Female,0.0968,Y,17186
41.1,744,2,Full-Time,N,76651,Mortgage,23501,Married,N,Female,0.1404,N,23527
27.2,740,2,Full-Time,N,44179,Auto,3123,Single,N,Female,0.0988,N,3140
37.5,767,1,Full-Time,N,71698,Mortgage,9767,Single,N,Male,0.0729,N,9779
46.9,723,2,Full-Time,Y,71801,Credit Card,9795,Married,N,Female,0.1206,N,9832
28.1,776,2,Full-Time,N,50231,Mortgage,8326,Single,N,Female,0.0781,N,8344
33.8,756,2,Full-Time,N,89484,Credit Card,20818,Married,N,Male,0.1125,N,20868
32.6,690,2,Part-Time,Y,100706,Auto,10141,Married,Y,Female,0.1588,Y,10279
39.3,726,1,Full-Time,N,75185,Credit Card,30524,Married,N,Female,0.1054,N,30560
51.8,700,2,Part-Time,N,123311,Credit Card,19767,Single,N,Male,0.1695,N,19894
34,680,2,Part-Time,N,63526,Auto,38337,Married,N,Female,0.119,Y,38418
36.3,700,1,Full-Time,N,41357,Credit Card,4105,Married,N,Male,0.0779,N,4141
30.1,741,2,Full-Time,Y,82114,Credit Card,13485,Married,N,Male,0.1124,N,13551
38.2,714,3,Full-Time,Y,194520,Credit Card,113514,Married,N,Male,0.1656,N,113712
26.6,711,2,Full-Time,N,59593,Credit Card,6747,Single,N,Non-Binary,0.1029,N,6798
34.2,707,2,Full-Time,N,59798,Credit Card,15733,Single,N,Male,0.1138,N,15772
45.5,642,2,Part-Time,Y,227161,Credit Card,92882,,Y,Male,0.2086,Y,93404
50.5,678,3,Part-Time,N,,Credit Card,43250,Married,N,Female,0.1516,Y,43250
46.8,717,2,Full-Time,N,72110,Credit Card,9879,Single,N,Male,0.1228,N,9924
31.4,789,2,Full-Time,N,50547,Mortgage,4854,Single,N,Male,0.0723,N,4862
41,725,2,Full-Time,Y,52051,Auto,24113,Married,N,Male,0.0972,N,24137
52.2,687,2,Full-Time,Y,108201,Credit Card,45659,Single,N,Male,0.1467,N,45774
43.4,733,1,Full-Time,N,42545,Credit Card,3620,Married,N,Female,0.0846,N,3650
42,687,4,Full-Time,N,46728,Credit Card,2402,Single,N,Female,0.1054,N,2460
25.1,733,2,Part-Time,N,115156,Auto,42434,Single,N,Female,0.1233,N,42577
53,684,3,Part-Time,N,147350,Auto,17370,Single,N,Male,0.1845,Y,17639
38.2,637,2,Part-Time,N,116425,Credit Card,40664,Single,Y,Male,0.1602,Y,40907
50.9,729,3,Full-Time,N,111744,Auto,39957,Married,N,Female,0.1343,N,40039
37.8,717,3,Full-Time,Y,92339,Credit Card,25579,Married,N,Male,0.1501,Y,25688
24.5,738,2,Full-Time,Y,80069,Credit Card,5128,Married,N,Male,0.1111,N,5212
46.2,652,3,Part-Time,N,171945,Credit Card,91650,Single,N,Female,0.174,Y,92012
66.5,554,2,Part-Time,Y,181896,Credit Card,115800,Married,N,Male,0.2167,Y,116412
39.9,758,2,Full-Time,Y,49954,Credit Card,6987,Married,N,Male,0.089,N,7016
32.1,729,1,Full-Time,N,26563,Credit Card,847,Married,N,Female,0.0577,N,857
21,694,0,Part-Time,N,34970,Auto,9661,Single,N,Male,0.0894,Y,9699
37.8,721,1,Full-Time,N,61594,Auto,5691,Single,N,Non-Binary,0.126,N,5736
46.6,675,2,Full-Time,Y,118665,Credit Card,23938,Married,N,Male,0.1714,Y,24128
30.7,810,2,Full-Time,N,43938,Mortgage,4054,Single,N,Non-Binary,0.0869,N,4055
41,683,3,Full-Time,Y,88548,Mortgage,7056,Married,N,Male,0.1218,N,7205
31.4,735,2,Part-Time,N,53709,Credit Card,3462,Single,N,Male,0.1214,N,3498
22.1,754,0,Full-Time,Y,36491,Business,4660,Married,N,Male,0.0732,N,4676
42.4,733,2,Full-Time,Y,85129,Credit Card,10870,Married,N,Female,0.1124,N,10950
36.9,1044,2,Unemployed,Y,327403,Bussins,203664,Married,Y,Femalee,0.1508,Y,204190
47.2,755,2,Full-Time,Y,125559,Business,53601,Single,N,Female,0.1476,N,53655
41.6,713,1,Part-Time,N,50974,Auto,6236,Single,N,Female,0.1092,N,6290
36.5,692,2,Full-Time,N,64866,Mortgage,21038,Single,N,Female,0.1154,Y,21142
34.4,746,2,Full-Time,Y,72390,Medical,27249,Married,N,Male,0.1106,N,27273
44.2,735,2,Full-Time,Y,52658,Business,12755,Married,N,Male,0.1101,N,12771
39.6,702,2,Full-Time,N,50115,Credit Card,4520,Single,N,Female,0.0914,N,4570
42.7,709,3,Full-Time,N,93559,Mortgage,21883,Married,N,Male,0.1452,N,21954
43.1,636,3,Part-Time,N,121228,Credit Card,33801,Single,Y,Female,0.1764,Y,34080
29.9,717,0,Full-Time,Y,41966,Mortgage,2113,Married,N,Female,0.1048,N,2133
50.5,734,2,Full-Time,N,231531,Credit Card,58966,Married,N,Female,0.1499,N,59242
25.1,672,1,Part-Time,Y,28254,Credit Card,1197,Married,N,Female,0.0711,N,1231
61.8,640,2,Part-Time,N,155422,Business,55559,Single,Y,Female,0.1869,Y,55891
50.6,594,2,Part-Time,N,76319,Credit Card,31453,Married,Y,Male,0.1486,Y,31652
40.2,698,2,Full-Time,Y,70960,Credit Card,10071,Married,N,Female,0.1271,N,10140
39.4,740,2,Full-Time,N,62892,Credit Card,8702,Single,N,Non-Binary,0.1144,N,8733
23.3,764,2,Full-Time,Y,67079,Mortgage,3599,Married,N,Female,0.0961,N,3624
27.8,730,0,Full-Time,Y,44156,Mortgage,6824,Married,N,Female,0.0948,N,6839
24.5,745,0,Full-Time,N,46171,Medical,2771,Married,N,Male,0.0792,N,2781
23.3,748,2,Full-Time,N,49381,Mortgage,5852,Single,N,Male,0.1099,N,5873
38.9,670,2,Part-Time,Y,89068,Auto,32525,Married,Y,Female,0.1363,Y,32704
43.3,717,3,Full-Time,N,92005,Business,14390,Single,N,Female,0.1298,N,14484
20.7,806,3,Full-Time,N,16498,Medical,980,Single,N,Female,0.029,N,980
37.8,760,2,Full-Time,N,47719,Medical,4554,Single,N,Female,0.0794,N,4564
46,667,3,Part-Time,Y,118159,Business,34903,Married,N,Female,0.1645,Y,35128
26.8,758,2,Full-Time,N,58999,Credit Card,18100,Single,N,Male,0.0857,N,18126
51,722,2,Full-Time,N,79871,Credit Card,10207,Single,N,Female,0.159,N,10264
29.9,732,2,Part-Time,Y,110685,Auto,20826,Married,N,Male,0.1268,Y,20972
33,655,0,Part-Time,N,34577,Business,1554,Single,Y,Non-Binary,0.1195,Y,1608
23.9,682,2,Part-Time,N,55779,Credit Card,10267,Married,N,Male,0.1193,N,10319
38.5,726,2,Full-Time,N,87813,Credit Card,10795,Single,N,Male,0.1448,N,10826
31.7,719,2,Full-Time,Y,151255,Auto,45756,Married,N,Male,0.1308,Y,45931
47.5,708,2,Full-Time,N,73439,Credit Card,4854,Single,N,Non-Binary,0.1302,N,4909
50.1,658,2,Part-Time,N,121964,Credit Card,84788,Single,Y,Male,0.1619,Y,85067
27.3,759,1,Full-Time,N,37472,Auto,4072,Single,N,Male,0.0724,N,4079
22.7,739,2,Full-Time,Y,23963,Credit Card,2756,Married,N,Female,0.0685,N,2769
42.9,647,2,Part-Time,Y,99705,Business,41752,Married,Y,Female,0.1641,Y,41945
27.2,817,1,Full-Time,Y,25732,Credit Card,1986,Married,N,Female,0.0746,N,1986
28.7,706,1,Full-Time,N,67062,Credit Card,3597,Married,N,Male,0.1303,Y,3679
22.9,747,0,Full-Time,N,33984,Credit Card,1617,Single,N,Male,0.0403,N,1635
36.3,791,2,Full-Time,N,47067,Auto,2880,Single,N,Male,0.0712,N,2884
51,779,2,Full-Time,N,60119,Business,5421,Married,N,Female,0.0693,N,5431
31.2,743,0,Full-Time,N,31562,Medical,4582,Single,N,Male,0.0795,N,4589
29.8,771,1,Full-Time,Y,43659,Medical,3622,Single,N,Female,0.0953,N,3627
19.6,736,2,Full-Time,N,48234,Credit Card,13959,Single,N,Female,0.1128,N,13974
40.6,716,2,Part-Time,Y,127181,Credit Card,38819,Single,Y,Non-Binary,0.1638,Y,38967
43,742,2,Full-Time,Y,98393,Auto,17425,Married,N,Female,0.1125,N,17515
35.6,743,2,Full-Time,N,51724,Business,2408,Married,N,Non-Binary,0.0845,N,2453
27.9,687,3,,N,112946,Auto,15308,Single,Y,Non-Binary,0.1173,Y,15518
39.9,639,1,Full-Time,Y,67726,Credit Card,7797,Married,N,Female,0.1272,Y,7927
37.2,739,2,Full-Time,Y,67460,Business,4551,Married,N,Female,0.096,N,4608
24.9,757,1,Full-Time,Y,37877,Mortgage,3873,Married,N,Male,0.0901,N,3880
29.7,791,3,Full-Time,Y,123939,Mortgage,58370,Married,N,Non-Binary,0.1159,N,58407
44.7,685,2,Part-Time,Y,158047,Auto,24978,Married,N,Non-Binary,0.1489,N,25224
47.5,683,2,Full-Time,N,93487,Auto,8739,Single,N,Male,0.1554,N,8835
48.7,703,2,Part-Time,N,78611,Credit Card,9269,Single,N,Female,0.1515,Y,9337
21.1,745,1,Full-Time,N,51404,Mortgage,2906,Married,N,Female,0.1037,N,2923
42.2,693,2,Full-Time,Y,108142,Auto,44439,Single,N,Male,0.1323,N,44541
42.8,725,2,Full-Time,Y,65518,Mortgage,25326,Married,N,Female,0.1076,N,25373
27.2,708,2,Full-Time,Y,70860,Business,9540,Married,N,Female,0.111,N,9594
34.4,747,2,Full-Time,Y,67384,Credit Card,5902,Married,N,Female,0.11,N,5956
22.1,788,4,Full-Time,N,29651,,1143,Married,N,Male,0.0848,N,1144
48.5,739,2,Full-Time,N,59687,Business,9975,Single,N,Female,0.087,N,10015
45.7,743,2,Full-Time,Y,79715,Credit Card,8896,Married,N,Male,0.1226,N,8918
39.9,708,3,Full-Time,Y,72109,Auto,5719,Married,N,Female,0.1255,N,5800
48.1,658,2,Unemployed,Y,87914,Credit Card,20095,Single,Y,Female,0.1712,Y,20250
36.3,698,2,Part-Time,Y,53260,Credit Card,3971,Single,N,Non-Binary,0.097,N,4034
31.8,743,3,Part-Time,N,98739,Business,9749,Single,N,Male,0.1348,N,9839
44.7,647,2,Part-Time,N,78817,Credit Card,21742,Single,Y,Male,0.1567,Y,21882
32.8,728,3,Full-Time,N,54660,Credit Card,4780,Single,N,Male,0.0886,N,4825
34.5,669,3,Part-Time,N,66302,Auto,29013,Single,N,Female,0.1565,Y,29089
44.9,746,2,Full-Time,Y,86047,Credit Card,45164,Married,N,Non-Binary,0.1397,N,45202
45.6,761,4,Full-Time,N,85715,Credit Card,26449,Single,N,Female,0.1237,N,26473
48.3,712,2,Full-Time,Y,90220,Business,61047,Married,N,Non-Binary,0.1397,N,61108
28.7,747,1,Full-Time,N,58255,Mortgage,8484,Single,N,Female,0.1138,N,8505
30,723,1,Full-Time,N,67289,Credit Card,9961,Married,N,Male,0.1078,N,10023
26,745,2,Full-Time,N,114718,Credit Card,25004,Single,N,Male,0.1246,N,25136
39.3,703,1,Full-Time,Y,44988,Auto,11941,Married,N,Male,0.1182,N,11953
41,743,1,Full-Time,N,55999,Credit Card,7526,Married,N,Female,0.09,N,7576
25.5,706,2,Full-Time,N,42713,Business,8392,Single,N,Female,0.0756,N,8417
37,683,2,Full-Time,Y,88120,Credit Card,24848,Married,N,Male,0.1594,N,24912
27.1,705,3,Full-Time,N,61507,Business,12484,Married,N,Male,0.1269,N,12516
38.5,812,2,Full-Time,N,113836,Credit Card,18142,Single,N,Female,0.1118,N,18169
27.3,806,1,Full-Time,N,35473,Mortgage,2139,Single,N,Male,0.0981,N,2140
39.4,721,2,Full-Time,Y,129865,Business,47222,Married,N,Female,0.1429,N,47373
38.2,709,3,Full-Time,N,55064,Mortgage,4548,Single,N,Female,0.1007,N,4575
39.3,632,0,Part-Time,N,45846,Credit Card,15343,Single,N,Non-Binary,0.1532,Y,15400
48.7,706,2,Part-Time,N,104226,Auto,19553,Single,N,Female,0.1382,N,19690
48.7,619,2,Part-Time,N,159209,Credit Card,50694,Single,Y,Male,0.1971,Y,51022
31.9,689,3,Part-Time,N,90108,Business,18674,Single,Y,Female,0.1626,Y,18818
33.8,726,3,Full-Time,Y,49601,Medical,39610,Single,N,Female,0.0958,N,39627
37.2,753,2,Full-Time,Y,51040,Credit Card,6252,Married,N,Female,0.1053,N,6272
20.9,732,0,Full-Time,Y,24583,Business,906,Married,N,Male,0.0431,N,922
35.3,741,2,Full-Time,Y,99388,Mortgage,25682,Single,N,Female,0.1361,N,25718
27.3,733,2,Full-Time,N,53354,Credit Card,9109,Single,N,Male,0.0973,N,9120
46.7,732,2,Full-Time,Y,141847,Auto,90542,Single,N,Female,0.1429,N,90656
48.8,631,2,Part-Time,N,170410,Credit Card,29040,Single,N,Male,0.1812,Y,29398
45.1,699,4,Part-Time,Y,67960,Business,8775,Married,N,Female,0.1307,Y,8876
27.3,817,0,Full-Time,N,34845,Mortgage,5949,Single,N,Non-Binary,0.0485,N,5952
51.7,634,2,Unemployed,Y,76658,Credit Card,5876,Married,Y,Female,0.1557,Y,6061
24.2,682,1,Full-Time,Y,32847,Credit Card,1834,Married,N,Female,0.0793,N,1865
26.3,692,2,Full-Time,N,81618,Credit Card,31309,Single,N,Female,0.1066,N,31397
24.2,724,1,Full-Time,N,40861,Credit Card,5676,Single,N,Male,0.1139,N,5697
57.6,692,2,Full-Time,Y,104065,Credit Card,20576,Married,N,Non-Binary,0.1438,N,20711
23.5,711,2,Full-Time,N,49223,Business,4361,Single,N,Male,0.0962,N,4400
49.7,652,3,Part-Time,N,159749,Business,91870,Single,N,Non-Binary,0.1887,Y,92191
33.1,714,2,Full-Time,N,59157,Credit Card,9449,Married,N,Female,0.1112,N,9489
52.1,729,2,Full-Time,Y,112065,Mortgage,45210,Married,N,Male,0.1408,N,45280
22.7,791,1,Full-Time,Y,27956,Auto,1016,Married,N,Female,0.0404,N,1021
37.9,740,4,Full-Time,Y,57464,Credit Card,21463,Married,N,Female,0.0824,N,21513
45.9,681,3,Full-Time,N,53811,Credit Card,4633,Single,N,Male,0.1084,N,4678
38.6,729,3,Full-Time,N,103912,Credit Card,30233,Single,N,Female,0.1335,N,30328
36.6,695,2,Part-Time,Y,95556,Auto,16436,,N,Female,0.1369,N,16550
54,702,2,Full-Time,N,148802,Auto,59783,Single,N,Female,0.1533,N,59983
25.5,739,2,Full-Time,N,75982,Business,11546,Single,N,Female,0.1218,N,11577
49.7,712,2,Full-Time,N,109390,Credit Card,44275,Married,N,Non-Binary,0.1376,N,44399
47,628,2,Unemployed,Y,137776,Auto,34167,Married,Y,Male,0.1786,Y,34519
43.8,774,2,Full-Time,Y,111784,Mortgage,41235,Married,N,Non-Binary,0.1237,N,41250
44.7,734,2,Full-Time,N,121632,Business,16273,Married,N,Female,0.1461,N,16320
31.1,758,2,Full-Time,N,49285,Mortgage,4129,Single,N,Non-Binary,0.0797,N,4144
48.7,759,2,Full-Time,N,85256,Mortgage,16717,Married,N,Female,0.0881,N,16739
45.6,445,3,Prat-Time,N,-142496,Bussins,28427,Married,Y,Femalee,0.181,Y,28215
32.4,681,0,Part-Time,Y,31605,Credit Card,3496,Married,N,Male,0.1091,Y,3527
43.9,716,4,Full-Time,N,45445,Mortgage,5989,Single,N,Male,0.0914,N,6035
29.7,768,2,Full-Time,N,66681,Credit Card,11560,Single,N,Male,0.1274,N,11575
49.9,716,3,Full-Time,N,157295,Credit Card,79173,Single,N,Female,0.1615,N,79325
44.6,695,2,Part-Time,N,97682,Mortgage,29579,Single,N,Female,0.1528,Y,29690
43.1,686,2,Part-Time,Y,94527,Auto,18764,Married,N,Male,0.1332,Y,18920
50.2,698,2,Full-Time,N,211235,Mortgage,75852,Married,N,Female,0.1937,N,76069
40.8,717,2,Full-Time,Y,75508,Credit Card,12543,Married,N,Female,0.1574,Y,12588
40.1,770,4,Full-Time,N,95396,Medical,16380,Single,N,Female,0.1229,N,16407
31,744,2,Full-Time,N,52477,Mortgage,17349,Married,N,Male,0.1181,N,17362
27.7,743,0,Full-Time,Y,24954,Medical,872,Married,N,Female,0.0583,N,881
36.7,671,2,Part-Time,N,163464,Credit Card,138946,Single,Y,Female,0.1815,Y,139213
44.6,696,2,Part-Time,Y,72770,Credit Card,4766,Married,N,Male,0.1127,Y,4898
28.2,701,2,Full-Time,Y,34829,Credit Card,1577,Married,N,Non-Binary,0.0821,N,1602
32.4,740,2,Full-Time,Y,55212,Mortgage,5792,Single,N,Male,0.1245,N,5810
22.3,782,0,Full-Time,N,44874,Mortgage,3826,Married,N,Male,0.083,N,3831
22.8,730,2,Full-Time,Y,52468,Mortgage,11562,Single,N,Male,0.0895,N,11593
41.5,670,2,Full-Time,N,89304,Credit Card,11165,Single,N,Female,0.1487,Y,11309
43.3,762,2,Full-Time,Y,61873,Medical,4593,Single,N,Female,0.1114,N,4597
42.6,704,2,Full-Time,N,78865,Business,14927,Married,N,Female,0.1324,N,14974
25.6,802,2,Full-Time,N,48403,Mortgage,18274,Single,N,Male,0.078,N,18277
31.7,739,3,Full-Time,N,63498,Auto,18547,Single,N,Male,0.1067,N,18572
40.6,710,2,Full-Time,Y,127930,Credit Card,11456,Married,N,Male,0.1525,N,11551
34.7,684,2,Part-Time,Y,82557,Credit Card,15676,Married,N,Female,0.1463,Y,15792
59.5,933,2,Prat-Time,N,-276095,Auto,221061,Single,Y,Mail,0.2064,Y,220303
38.2,687,2,Part-Time,N,74535,Business,6666,Single,N,Non-Binary,0.1238,N,6738
32,716,2,Part-Time,N,154052,Business,102047,Married,Y,Female,0.1543,Y,102287
45.6,662,3,Part-Time,N,55124,Auto,6685,Married,N,Male,0.1316,N,6765
39.5,677,2,Part-Time,Y,99262,Auto,14779,Married,N,Non-Binary,0.1474,Y,14993
36.7,652,3,Part-Time,Y,101159,Business,21489,Married,Y,Female,0.1576,Y,21695
33.9,748,2,Full-Time,N,48771,Credit Card,4044,Single,N,Female,0.1024,N,4053
32.9,800,0,Full-Time,N,37395,Mortgage,1818,Married,N,Female,0.0777,N,1818
37.7,688,2,Part-Time,N,83052,Credit Card,11725,Married,N,Female,0.126,N,11810
39.2,720,1,Full-Time,N,67233,Business,9040,Married,N,Male,0.1004,N,9092
33.1,669,3,Part-Time,Y,104339,Business,56610,Married,Y,Female,0.1541,Y,56822
63.3,638,3,Part-Time,N,153683,Credit Card,33065,Single,Y,Female,0.1761,Y,33391
28.8,761,1,Full-Time,Y,34201,Mortgage,936,Married,N,Female,0.0677,N,951
