Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Total_Debt,Defaulted
43.2,696.0,1,Full-Time,Y,47690.0,Credit Card,5003,Married,N,Female,0.1174,5031,N
20.7,726.0,1,Part-Time,N,40685.0,Auto,2483,Single,N,Female,0.0626,2541,Y
44.7,683.0,2,Full-Time,Y,106658.0,Credit Card,36402,Married,N,Male,0.175,36503,N
29.7,767.0,2,Full-Time,N,56461.0,Credit Card,6057,Single,N,Female,0.0832,6074,N
40.4,715.0,2,Part-Time,Y,72565.0,Credit Card,22642,Married,N,Female,0.116,22716,Y
28.2,755.0,4,,Y,53141.0,Medical,7625,Married,N,Female,0.0773,7646,N
38.9,670.0,2,Part-Time,Y,89068.0,Auto,32525,Married,Y,Female,0.1363,32704,Y
40.1,712.0,2,Full-Time,Y,36400.0,Medical,2782,Married,N,Male,0.0971,2793,N
33.2,756.0,0,Full-Time,N,43094.0,Credit Card,2600,Married,N,Male,0.0913,2628,N
45.6,760.0,0,Full-Time,N,78637.0,Mortgage,39576,Single,N,Male,0.1094,39601,N
22.5,687.0,2,Part-Time,N,49362.0,Credit Card,3898,Single,N,Male,0.1061,3965,Y
44.3,491.0,2,Full-Tme,N,308976.0,Auto,124103,Married,N,Mail,0.1478,124612,Y
40.4,632.0,3,Part-Time,Y,98044.0,Auto,9612,Married,Y,Male,0.1388,9858,Y
20.2,778.0,1,Full-Time,N,44571.0,Mortgage,4569,Single,N,Male,0.0673,4589,N
42.7,789.0,2,Full-Time,Y,57571.0,Mortgage,19555,Married,N,Female,0.0801,19558,N
33.8,777.0,2,Full-Time,Y,64297.0,Mortgage,6614,Single,N,Male,0.0934,6624,N
39.8,687.0,2,Part-Time,Y,199093.0,Auto,289356,Married,Y,Female,0.1676,289743,Y
42.5,751.0,2,Full-Time,Y,84622.0,Auto,13606,Married,N,Female,0.1183,13633,N
35.2,749.0,1,Full-Time,N,62765.0,Business,5909,Married,N,Male,0.1011,5934,N
38.3,686.0,2,Part-Time,N,132348.0,Credit Card,33280,Single,N,Female,0.1656,33523,Y
73.5,700.0,2,Full-Time,N,315539.0,Business,2160555,Married,N,Male,0.2059,2160955,N
36.1,793.0,1,Full-Time,Y,35114.0,Medical,2836,Married,N,Female,0.0783,2837,N
35.3,686.0,2,Part-Time,N,66332.0,Credit Card,6599,Single,Y,Male,0.1477,6676,Y
43.2,732.0,2,Full-Time,Y,76196.0,Business,6967,Married,N,Male,0.1238,7014,N
34.2,714.0,3,Full-Time,Y,38651.0,Business,1942,Married,N,Male,0.0984,1959,N
53.1,742.0,2,Full-Time,N,74419.0,Mortgage,6646,Single,N,Male,0.1128,6671,N
38.2,690.0,1,Part-Time,Y,55801.0,Business,7162,Married,Y,Female,0.1057,7245,Y
32.4,748.0,3,Full-Time,Y,134016.0,Credit Card,16164,Married,N,Non-Binary,0.1225,16285,N
40.7,644.0,2,Part-Time,Y,76012.0,Credit Card,28311,Married,N,Male,0.118,28451,Y
50.6,636.0,2,Part-Time,Y,132384.0,Auto,15772,Married,Y,Female,0.1642,16014,Y
63.5,660.0,3,Full-Time,N,235420.0,Credit Card,55423,Single,N,Male,0.205,55785,Y
20.0,749.0,1,Full-Time,Y,41855.0,Credit Card,3153,Married,N,Female,0.0959,3167,N
48.6,750.0,2,Full-Time,Y,56277.0,Medical,6967,Married,N,Non-Binary,0.0958,6984,N
30.2,658.0,2,Part-Time,Y,75171.0,Auto,14691,Married,Y,Female,0.1433,14826,Y
35.0,743.0,3,Full-Time,Y,44792.0,Credit Card,3009,Married,N,Male,0.0899,3019,N
44.6,655.0,2,Part-Time,N,146560.0,Credit Card,47255,Married,Y,Female,0.1508,47607,Y
21.8,736.0,2,Full-Time,Y,54326.0,Auto,9149,Single,N,Female,0.106,9165,N
49.3,655.0,2,Part-Time,N,140093.0,Credit Card,37289,Single,Y,Male,0.1685,37533,Y
22.3,769.0,3,Full-Time,Y,75414.0,Mortgage,10805,Married,N,Female,0.1192,10836,N
38.4,683.0,2,Full-Time,N,53621.0,Mortgage,16964,Married,N,Male,0.1059,17022,N
42.5,682.0,2,Full-Time,N,116450.0,Credit Card,20340,Single,N,Male,0.148,20501,Y
29.5,689.0,1,Full-Time,Y,42140.0,Credit Card,4084,Married,N,Female,0.0882,4150,N
42.1,767.0,2,Full-Time,Y,86259.0,Medical,39435,Single,N,Male,0.1243,39472,N
24.7,801.0,0,Full-Time,N,40025.0,Medical,6888,Single,N,Male,0.0761,6892,N
51.2,,2,Part-Time,N,237884.0,Credit Card,73563,Single,Y,Female,0.1596,74162,Y
20.6,799.0,0,Full-Time,N,37944.0,Credit Card,1295,Married,N,Male,0.0976,1296,N
40.0,620.0,2,Part-Time,N,110757.0,Business,31894,Married,Y,Male,0.1723,32123,Y
39.7,640.0,2,Part-Time,Y,77656.0,Credit Card,13267,Married,N,Male,0.1362,13448,Y
46.1,630.0,2,Part-Time,Y,221661.0,Auto,137574,Married,Y,Male,0.1882,138160,Y
39.8,716.0,2,Full-Time,N,118819.0,Credit Card,46589,Single,N,Male,0.1129,46753,N
48.5,660.0,2,Part-Time,Y,78147.0,Credit Card,60458,Married,N,Male,0.1603,60548,N
38.5,750.0,2,Full-Time,N,60713.0,Medical,14376,Single,N,Male,0.1163,14386,N
26.6,722.0,2,Part-Time,N,72867.0,Credit Card,18052,Single,N,Non-Binary,0.1217,18152,N
27.2,740.0,2,Full-Time,N,44179.0,Auto,3123,Single,N,Female,0.0988,3140,N
28.3,740.0,2,Full-Time,N,76865.0,Auto,47856,Single,N,Female,0.094,47883,N
51.3,385.0,2,Prat-Time,N,239240.0,Credit Crad,177430,Married,Y,Femalee,0.1906,176800,Y
31.4,668.0,2,Unemployed,N,179166.0,Auto,109141,Single,N,Male,0.163,109548,Y
37.3,701.0,2,Full-Time,N,110541.0,Business,43989,Married,N,Female,0.141,44102,N
34.8,778.0,1,Full-Time,N,72345.0,Mortgage,9421,,N,Female,0.1042,9425,N
31.3,693.0,0,Part-Time,N,25181.0,Credit Card,2029,Single,N,Female,0.0715,2057,N
58.8,603.0,2,Part-Time,N,154601.0,Business,52583,Single,Y,Female,0.2094,52998,Y
34.6,787.0,3,Full-Time,Y,73560.0,Medical,38960,Married,N,Male,0.0902,38999,N
65.4,580.0,2,Part-Time,N,99243.0,Credit Card,107355,Single,Y,Male,0.2083,107607,Y
28.8,775.0,0,Full-Time,N,36466.0,Mortgage,1994,Single,N,Non-Binary,0.0781,1996,N
53.0,658.0,2,Full-Time,N,127751.0,Credit Card,32640,Married,N,Male,0.1753,32806,N
37.1,667.0,2,Part-Time,Y,103199.0,Auto,20234,Married,Y,Male,0.1497,20402,Y
56.4,677.0,2,Part-Time,Y,167140.0,Credit Card,33522,Married,Y,Female,0.1698,33825,Y
31.2,706.0,2,Full-Time,Y,59797.0,Credit Card,3575,Single,N,Female,0.0953,3636,N
55.4,697.0,2,Full-Time,Y,187416.0,Auto,66737,Married,N,Male,0.1626,66982,N
30.5,782.0,0,Full-Time,Y,33758.0,Medical,1253,Married,N,Male,0.0969,1254,N
50.8,684.0,2,Part-Time,Y,110658.0,Credit Card,18367,Single,N,Male,0.1542,18530,Y
36.1,726.0,2,Full-Time,N,106399.0,Credit Card,29433,Single,N,Female,0.1362,29540,N
39.5,726.0,2,Full-Time,N,162379.0,Credit Card,58007,Married,N,Female,0.1516,58175,N
22.8,735.0,2,Full-Time,N,16188.0,Mortgage,760,Married,N,Male,0.0347,763,N
38.6,740.0,2,Full-Time,Y,78874.0,Business,11198,Married,N,Female,0.1037,11246,N
54.9,680.0,1,Full-Time,Y,115593.0,Business,28059,Married,N,Male,0.1531,28198,N
45.0,681.0,2,Part-Time,N,79734.0,Auto,22887,Married,N,Male,0.1494,22984,N
37.8,734.0,2,Full-Time,Y,74319.0,Credit Card,17675,Married,N,Female,0.1331,17714,N
37.0,716.0,0,Full-Time,N,61354.0,Mortgage,6023,Single,N,Female,0.1127,6070,N
22.9,731.0,0,Full-Time,Y,36154.0,Business,3268,Married,N,Male,0.079,3288,N
49.4,731.0,2,Full-Time,Y,72370.0,Mortgage,9427,Married,N,Male,0.1075,9471,N
31.0,747.0,0,Full-Time,N,41435.0,Credit Card,3434,Single,N,Female,0.09,3453,N
42.8,705.0,2,Full-Time,Y,73690.0,Credit Card,22806,Married,N,Female,0.1413,22870,N
28.3,667.0,2,Part-Time,Y,88399.0,Auto,19535,Married,Y,Male,0.1355,19705,Y
56.9,659.0,4,Part-Time,N,108630.0,Credit Card,81423,Single,Y,Female,0.1429,81658,Y
39.2,749.0,2,Full-Time,N,41040.0,Credit Card,7074,Married,N,Female,0.0967,7083,N
55.0,699.0,2,Full-Time,N,83120.0,Auto,4836,Single,N,Male,0.1304,4908,N
23.3,495.0,1,Prat-Time,Y,266881.0,Credit Crad,163817,Married,Y,Femalee,0.0926,-163309,Y
43.7,712.0,2,Full-Time,Y,142885.0,Business,71455,Married,N,Male,0.1256,71666,N
40.3,741.0,2,Full-Time,N,58696.0,Auto,32385,Single,N,Male,0.1237,32419,N
29.9,835.0,0,Full-Time,N,38727.0,Medical,2850,Married,N,Non-Binary,0.0719,2850,N
30.7,625.0,2,Part-Time,N,79854.0,Auto,16579,Single,Y,Female,0.1359,16802,Y
51.4,640.0,2,Full-Time,N,95710.0,Auto,19237,Married,N,Female,0.1453,19425,Y
30.2,771.0,2,Full-Time,Y,59132.0,Business,18531,Married,N,Female,0.0596,18569,N
38.4,678.0,2,Part-Time,Y,68398.0,Credit Card,15906,Married,N,Female,0.1338,16000,Y
28.1,752.0,0,Full-Time,Y,37643.0,Medical,1842,Single,N,Non-Binary,0.0646,1850,N
30.6,660.0,3,Unemployed,N,145624.0,Credit Card,86945,Married,Y,Male,0.1374,87215,Y
42.5,1021.0,2,Full-Time,N,151710.0,Medical,92064,Single,N,Femalee,0.0947,92016,N
39.8,777.0,2,Full-Time,N,51675.0,Mortgage,5341,Married,N,Female,0.0827,5345,N
42.7,723.0,2,Full-Time,Y,101341.0,Auto,19512,Married,N,Female,0.1145,19614,N
50.5,646.0,2,Part-Time,N,148279.0,Credit Card,63760,Single,N,Female,0.2052,63993,Y
21.0,702.0,1,Full-Time,Y,31363.0,Business,2361,Married,N,Male,0.0609,2394,N
42.6,745.0,2,Full-Time,N,99313.0,Credit Card,91726,Single,N,Non-Binary,0.1001,91831,N
48.1,681.0,0,Full-Time,Y,81911.0,Credit Card,7380,Married,N,Female,0.1262,7465,N
37.4,735.0,2,Full-Time,Y,80791.0,Mortgage,27414,Married,N,Female,0.1205,27453,N
28.6,735.0,2,Full-Time,N,61140.0,Business,8971,Single,N,Male,0.1271,9005,N
19.6,,0,Full-Time,Y,31800.0,Auto,1213,Married,N,Female,0.0628,1214,N
35.6,709.0,2,Full-Time,Y,79703.0,Credit Card,30492,Married,N,Male,0.1373,30538,N
37.0,731.0,3,Full-Time,N,110274.0,Credit Card,14591,Single,N,Female,0.1264,14698,N
32.0,661.0,0,Full-Time,Y,37978.0,Auto,4327,Married,N,Female,0.1074,4361,N
18.5,745.0,0,Full-Time,Y,22402.0,Auto,652,Single,N,Female,0.0451,665,N
40.4,710.0,2,Full-Time,N,55465.0,Auto,5537,Single,N,Female,0.1231,5575,N
35.0,688.0,2,Part-Time,N,161537.0,Credit Card,106986,Single,Y,Non-Binary,0.175,107198,Y
24.6,761.0,2,Full-Time,Y,55431.0,Mortgage,11983,Single,N,Female,0.0903,11994,N
48.9,680.0,1,Full-Time,N,46064.0,Auto,4032,Single,N,Male,0.1242,4077,N
35.6,700.0,3,Full-Time,N,79824.0,Credit Card,15930,Single,N,Male,0.1288,16022,N
39.6,656.0,2,Unemployed,N,105007.0,Credit Card,18745,Single,Y,Female,0.1773,18938,Y
34.5,725.0,2,Full-Time,Y,56015.0,Credit Card,8785,Married,N,Female,0.0806,8839,N
27.3,,2,Part-Time,N,119866.0,Credit Card,45977,Single,N,Male,0.1278,46117,Y
26.1,764.0,1,Full-Time,Y,43849.0,Medical,3076,Married,N,Female,0.0968,3081,N
28.0,710.0,0,Full-Time,Y,45608.0,Credit Card,2912,Married,N,Non-Binary,0.1161,2973,Y
38.6,729.0,2,Full-Time,N,100578.0,Credit Card,27313,Single,N,Male,0.1465,27359,N
32.0,735.0,3,Full-Time,N,74744.0,Business,77655,Single,N,Male,0.1021,77712,N
25.9,758.0,2,Full-Time,Y,74163.0,Credit Card,8250,Married,N,Male,0.1104,8276,N
46.0,667.0,3,Part-Time,Y,118159.0,Business,34903,Married,N,Female,0.1645,35128,Y
50.4,739.0,2,Full-Time,N,111206.0,Business,85331,Single,N,Non-Binary,0.1351,85384,N
41.9,630.0,2,Part-Time,N,129399.0,Auto,43534,Married,Y,Female,0.1612,43912,Y
41.0,676.0,2,Part-Time,N,77870.0,Business,4851,Married,Y,Female,0.1216,5000,Y
41.5,670.0,2,Full-Time,N,89304.0,Credit Card,11165,Single,N,Female,0.1487,11309,Y
42.1,761.0,4,Full-Time,Y,68719.0,Auto,55251,Married,N,Male,0.0858,55276,N
22.7,754.0,3,Full-Time,N,48527.0,Auto,3532,,N,Male,0.0962,3554,N
46.4,687.0,2,Full-Time,N,113439.0,Credit Card,20589,Single,N,Male,0.1325,20791,Y
18.9,730.0,2,Full-Time,Y,76060.0,Auto,20248,Married,N,Female,0.0896,20311,N
23.8,804.0,1,Full-Time,Y,41585.0,Mortgage,1902,Married,N,Male,0.0911,1904,N
29.1,814.0,2,Full-Time,N,57785.0,Medical,9683,Single,N,Male,0.0743,9686,N
35.1,711.0,2,Full-Time,N,91827.0,Auto,21080,Single,N,Male,0.1571,21132,N
43.2,682.0,2,Part-Time,Y,81951.0,Credit Card,4701,Married,N,Female,0.1272,4827,Y
37.3,744.0,2,Full-Time,Y,90305.0,Credit Card,15494,Married,N,Male,0.1285,15562,N
41.6,740.0,0,Full-Time,Y,34953.0,Credit Card,2688,Married,N,Male,0.0976,2694,N
35.3,709.0,1,Full-Time,Y,69354.0,Credit Card,24531,Married,N,Female,0.1394,24586,N
51.2,596.0,2,Part-Time,N,211991.0,Auto,85386,Single,Y,Male,0.1864,86091,Y
21.3,789.0,1,Full-Time,N,27995.0,Auto,1097,Married,N,Female,0.0447,1099,N
30.1,753.0,2,Full-Time,N,34051.0,Auto,2435,Married,N,Male,0.0857,2442,N
50.2,746.0,2,Full-Time,N,82878.0,Mortgage,24727,Single,N,Male,0.1149,24770,N
53.7,685.0,2,Full-Time,N,118843.0,Credit Card,33896,Single,N,Female,0.1441,34099,Y
31.8,721.0,2,Full-Time,Y,106967.0,Credit Card,70939,Married,N,Female,0.1101,71041,N
60.9,704.0,2,Full-Time,N,126091.0,Credit Card,28618,Single,N,Male,0.1613,28731,N
33.7,668.0,2,Part-Time,Y,110600.0,Credit Card,106422,Married,Y,Female,0.1353,106694,Y
37.9,690.0,1,Part-Time,N,79039.0,Auto,16243,Married,Y,Female,0.1297,16377,Y
28.6,672.0,1,Unemployed,Y,62071.0,Credit Card,19649,Married,Y,Male,0.1265,19744,Y
49.1,690.0,2,Full-Time,N,61129.0,Business,11210,Married,N,Female,0.124,11267,N
23.6,755.0,3,Full-Time,Y,53666.0,Mortgage,9504,Married,N,Non-Binary,0.109,9525,N
41.4,745.0,2,Full-Time,N,62532.0,Medical,5083,Single,N,Female,0.0915,5118,N
24.9,700.0,2,Part-Time,N,63674.0,Credit Card,22704,Single,N,Female,0.1229,22780,Y
23.6,731.0,1,Full-Time,N,45610.0,Auto,5408,Single,N,Female,0.1084,5429,N
29.5,706.0,0,Full-Time,Y,32964.0,Credit Card,3803,Married,N,Female,0.0868,3818,N
36.9,680.0,4,Full-Time,Y,86233.0,Auto,5948,Married,N,Female,0.1326,6070,N
48.3,650.0,2,Unemployed,N,74278.0,Credit Card,5517,Married,Y,Female,0.1514,5666,Y
30.2,725.0,2,Full-Time,Y,77342.0,Mortgage,7776,Married,N,Female,0.1172,7819,N
23.3,800.0,1,Full-Time,N,37804.0,Medical,1143,Single,N,Male,0.0664,1148,N
34.7,679.0,2,Full-Time,N,54781.0,Credit Card,9003,Single,N,Male,0.1247,9069,Y
38.5,797.0,0,Full-Time,N,52709.0,Mortgage,3056,Married,N,Male,0.0904,3060,N
23.9,778.0,2,Full-Time,Y,53842.0,Auto,6957,Married,N,Non-Binary,0.0754,6977,N
44.3,770.0,2,Full-Time,N,118100.0,Medical,15342,Married,N,Female,0.1006,15381,N
32.6,454.0,2,Full-Tme,N,405719.0,Bussins,641969,Married,N,Femalee,0.1279,642466,N
70.9,671.0,2,Full-Time,N,179194.0,Credit Card,128441,Single,N,Male,0.1683,128718,N
50.1,720.0,3,Full-Time,N,112599.0,Medical,39303,Single,N,Female,0.135,39369,N
51.1,683.0,2,Part-Time,Y,180911.0,Auto,160370,Married,Y,Female,0.1837,160746,Y
22.6,711.0,1,Full-Time,N,46070.0,Credit Card,4457,Single,N,Male,0.0872,4494,N
35.5,761.0,0,Full-Time,N,44719.0,Business,5199,Single,N,Male,0.1183,5200,N
53.6,752.0,2,Full-Time,N,222617.0,Medical,594699,Single,N,Female,0.1457,594808,N
34.5,798.0,0,Full-Time,N,58667.0,Mortgage,8948,Single,N,Non-Binary,0.0878,8951,N
30.3,639.0,1,Part-Time,N,35506.0,Credit Card,2269,Married,Y,Female,0.1523,2318,Y
37.8,655.0,2,Part-Time,N,106426.0,Auto,66826,Single,Y,Male,0.1593,67036,Y
34.0,717.0,2,Full-Time,N,72803.0,Credit Card,5830,Single,N,Female,0.1394,5878,N
29.4,709.0,2,Full-Time,N,82467.0,Mortgage,12921,Single,N,Female,0.1353,12972,N
31.4,679.0,3,Full-Time,N,63740.0,Credit Card,8532,Single,N,Male,0.1228,8593,N
40.3,700.0,3,Full-Time,N,67170.0,Credit Card,9926,Married,N,Female,0.1281,9991,N
50.3,677.0,2,Part-Time,Y,154983.0,Credit Card,40833,Married,Y,Female,0.1786,41114,Y
44.6,733.0,2,Part-Time,N,123246.0,Credit Card,18227,Married,N,Male,0.132,18382,N
29.0,736.0,2,Full-Time,Y,38165.0,Medical,2913,Married,N,Male,0.0876,2922,N
32.2,672.0,2,Part-Time,N,88469.0,Auto,30524,Single,Y,Male,0.1454,30682,Y
34.3,807.0,3,Full-Time,N,76684.0,Auto,16465,Single,N,Non-Binary,0.1294,16467,N
38.0,751.0,2,Full-Time,Y,92010.0,Mortgage,21164,Married,N,Male,0.1029,21204,N
37.6,713.0,2,,Y,69982.0,Credit Card,6366,Married,N,Male,0.1266,6445,N
32.3,739.0,1,Full-Time,N,46115.0,Credit Card,2764,Single,N,Male,0.1071,2773,N
53.4,671.0,2,Part-Time,N,179843.0,Auto,25874,Single,N,Female,0.1752,26154,Y
38.7,750.0,0,Full-Time,Y,45736.0,Mortgage,4601,Single,N,Female,0.0791,4605,N
43.6,685.0,2,Part-Time,Y,87548.0,Auto,16862,Married,N,Male,0.1353,16974,N
33.3,734.0,2,Full-Time,N,72431.0,Credit Card,9967,Married,N,Female,0.1188,10027,N
38.1,708.0,2,Full-Time,N,94250.0,Credit Card,40862,Single,N,Female,0.1293,40985,Y
40.1,691.0,2,Full-Time,N,71675.0,Credit Card,12843,Married,N,Male,0.1484,12889,N
47.7,753.0,0,Full-Time,Y,48754.0,Mortgage,4754,Married,N,Female,0.1104,4757,N
43.0,748.0,3,Full-Time,N,108712.0,Credit Card,27181,Single,N,Female,0.1249,27225,N
36.0,766.0,4,Full-Time,N,72298.0,Mortgage,16726,Single,N,Male,0.1352,16739,N
58.8,655.0,2,Part-Time,N,224131.0,Business,75351,Single,Y,Female,0.1852,75852,Y
47.9,715.0,2,Full-Time,Y,83218.0,Mortgage,3462,Married,N,Female,0.1281,3516,N
19.0,803.0,0,Full-Time,N,21260.0,Medical,1446,Single,N,Female,0.0333,1448,N
61.8,654.0,3,Part-Time,Y,185042.0,Credit Card,51360,Married,Y,Non-Binary,0.1731,51750,Y
40.9,700.0,2,Full-Time,Y,91882.0,Business,24482,Married,N,Female,0.1397,24583,N
48.9,649.0,2,Full-Time,Y,79206.0,Business,5646,Single,N,Female,0.1427,5787,Y
56.8,605.0,3,Part-Time,Y,121870.0,Business,65349,Single,Y,Female,0.1753,65640,Y
38.8,713.0,2,Full-Time,N,81090.0,Business,30905,Single,N,Female,0.1371,30976,N
29.7,736.0,0,Full-Time,N,33091.0,Credit Card,876,Single,N,Male,0.07,885,N
20.9,720.0,1,Full-Time,N,26453.0,Business,1190,Single,N,Male,0.0798,1197,N
31.6,721.0,2,Full-Time,Y,50822.0,Business,5166,Married,N,Non-Binary,0.1007,5202,N
30.9,736.0,2,Full-Time,N,62699.0,Business,34594,Single,N,Female,0.1212,34629,N
44.4,641.0,2,Part-Time,N,58185.0,Business,4739,Married,Y,Male,0.1495,4839,Y
22.0,730.0,2,Full-Time,Y,46836.0,,4606,Married,N,Male,0.0852,4627,N
51.0,763.0,2,Full-Time,N,99943.0,Credit Card,115867,Single,N,Male,0.1291,115901,N
48.2,679.0,3,Part-Time,N,80450.0,Auto,50483,Married,N,Female,0.1228,50658,Y
29.0,769.0,1,Full-Time,N,48608.0,Credit Card,5670,Married,N,Non-Binary,0.0839,5688,N
46.2,671.0,3,Full-Time,N,75897.0,Business,10368,Single,N,Female,0.1328,10458,N
40.8,716.0,3,Full-Time,N,66247.0,Auto,10533,Married,N,Male,0.1129,10582,N
37.4,699.0,2,Part-Time,N,84755.0,Business,17958,Single,N,Female,0.156,18029,N
53.0,638.0,2,Part-Time,Y,189601.0,Credit Card,115035,Single,Y,Male,0.1739,115478,Y
37.5,725.0,2,Full-Time,Y,72970.0,Auto,6389,Married,N,Female,0.1186,6406,N
35.9,665.0,1,Full-Time,N,48569.0,Business,3066,Single,N,Female,0.1226,3117,N
35.4,727.0,0,Full-Time,Y,53190.0,,8488,Married,N,Female,0.0929,8526,N
32.1,756.0,3,Full-Time,Y,47948.0,Auto,4828,Married,N,Male,0.1086,4845,N
44.6,681.0,2,Full-Time,Y,70886.0,Credit Card,5527,Married,N,Male,0.1307,5599,N
53.5,636.0,3,Part-Time,N,121969.0,Credit Card,29752,Single,N,Male,0.1763,30058,Y
47.3,780.0,2,Full-Time,N,89639.0,Mortgage,14463,Single,N,Male,0.1169,14482,N
48.1,709.0,3,Part-Time,Y,222738.0,Business,119069,Married,Y,Female,0.1335,119505,Y
51.3,703.0,1,Full-Time,Y,66396.0,Business,30859,Married,N,Male,0.1209,30915,N
33.2,735.0,3,Full-Time,Y,63702.0,Business,8521,Married,N,Non-Binary,0.111,8539,N
50.5,668.0,2,Part-Time,Y,109520.0,Business,41981,Single,Y,Male,0.1669,42204,Y
19.3,718.0,1,Full-Time,N,23501.0,Mortgage,884,Married,N,Male,0.0656,893,N
23.3,744.0,2,Full-Time,Y,33296.0,Credit Card,1441,Single,N,Female,0.0872,1450,N
24.5,771.0,2,Full-Time,Y,59038.0,Auto,6273,Single,N,Female,0.1003,6288,N
45.3,716.0,4,Full-Time,N,73429.0,Credit Card,15097,Married,N,Male,0.1169,15148,N
55.5,693.0,2,Full-Time,Y,89434.0,Auto,31194,Married,N,Male,0.1385,31275,N
32.4,683.0,2,Part-Time,Y,78829.0,Auto,21749,Married,N,Male,0.1498,21876,Y
56.9,619.0,2,Part-Time,N,131539.0,Credit Card,48446,Married,Y,Male,0.1887,48787,Y
33.2,648.0,1,Part-Time,Y,74997.0,Credit Card,5062,Married,Y,Female,0.1417,5210,Y
29.5,679.0,2,Part-Time,N,72176.0,Credit Card,35944,Single,N,Female,0.126,36067,Y
30.4,730.0,0,Full-Time,Y,43362.0,Credit Card,1880,Married,N,Male,0.118,1901,N
26.9,749.0,2,Full-Time,Y,63496.0,Mortgage,10482,Married,N,Female,0.105,10507,N
24.0,710.0,1,Full-Time,N,21068.0,Credit Card,1154,Married,N,Male,0.0482,1168,N
37.2,675.0,2,Part-Time,N,90818.0,Auto,29692,Single,Y,Female,0.1533,29812,Y
44.5,1173.0,2,Prat-Time,N,331377.0,Auto,362374,Single,Y,Mail,0.1903,361358,Y
51.5,690.0,2,Part-Time,Y,143203.0,Credit Card,22557,Married,N,Female,0.151,22821,Y
29.9,729.0,2,Part-Time,Y,61604.0,Business,15559,Married,N,Female,0.1068,15633,N
52.2,606.0,2,Unemployed,N,124094.0,Credit Card,83155,,Y,Male,0.1641,83464,Y
57.9,650.0,2,Part-Time,Y,136531.0,Credit Card,39145,Married,Y,Male,0.1608,39454,Y
34.3,643.0,2,Part-Time,N,99842.0,Auto,20933,Single,N,Non-Binary,0.1769,21128,Y
43.8,667.0,2,Part-Time,Y,92085.0,Auto,53421,Married,N,Male,0.144,53571,Y
37.9,718.0,1,Full-Time,N,82185.0,Auto,20938,Married,N,Male,0.0985,21029,N
30.4,762.0,1,Full-Time,Y,37025.0,Business,2193,Married,N,Female,0.0865,2202,N
39.4,678.0,4,Part-Time,N,148599.0,Auto,44162,Married,Y,Female,0.1699,44459,Y
26.2,718.0,1,Full-Time,Y,48749.0,Credit Card,2614,Married,N,Male,0.121,2635,N
27.9,729.0,2,Full-Time,Y,34687.0,Business,2286,Married,N,Male,0.0908,2306,N
18.5,795.0,2,Full-Time,N,24038.0,Business,809,Single,N,Male,0.0299,811,N
39.2,735.0,2,Full-Time,N,62373.0,Credit Card,9726,Single,N,Female,0.1021,9764,N
55.9,688.0,2,Full-Time,Y,98286.0,Business,27048,Married,N,Female,0.1662,27158,N
34.6,668.0,2,Part-Time,N,106103.0,Auto,13509,Married,Y,Non-Binary,0.1527,13727,Y
48.6,738.0,2,Full-Time,N,86688.0,Medical,18787,Married,N,Non-Binary,0.1202,18814,N
38.3,736.0,0,Full-Time,N,50774.0,Business,3351,Single,N,Male,0.1116,3371,N
46.5,681.0,3,Part-Time,Y,96645.0,Auto,25219,Married,N,Female,0.1576,25347,Y
39.3,687.0,2,Full-Time,N,62883.0,Auto,10281,Single,N,Female,0.1238,10370,Y
39.8,702.0,2,Full-Time,N,77407.0,Business,14380,Single,N,Male,0.1358,14472,Y
34.1,716.0,2,Full-Time,Y,82888.0,Mortgage,9618,Married,N,Male,0.1021,9681,N
37.5,651.0,2,Part-Time,N,87143.0,Credit Card,9113,Married,Y,Male,0.1496,9275,Y
39.5,744.0,2,Full-Time,Y,67813.0,Business,8737,Married,N,Female,0.092,8773,N
31.6,742.0,0,Full-Time,N,39951.0,Auto,2554,Single,N,Female,0.1111,2566,N
34.7,752.0,2,Full-Time,Y,54605.0,Mortgage,6262,Married,N,Female,0.0989,6277,N
25.4,718.0,0,Full-Time,N,39521.0,Auto,1405,Single,N,Male,0.0997,1442,N
43.8,711.0,1,Full-Time,N,73967.0,Credit Card,62370,Single,N,Male,0.122,62445,N
54.4,638.0,2,Part-Time,N,335476.0,Business,270105,Single,Y,Non-Binary,0.2353,270751,Y
44.1,769.0,3,Full-Time,Y,95835.0,Mortgage,34900,Married,N,Female,0.1225,34909,N
37.4,709.0,2,Full-Time,Y,55079.0,Business,5157,Married,N,Female,0.1139,5190,N
44.8,717.0,2,Full-Time,N,262760.0,Mortgage,55232,Single,N,Male,0.18,55409,N
36.5,701.0,2,Part-Time,Y,86137.0,Auto,16323,Married,Y,Female,0.1415,16447,Y
35.9,687.0,2,Part-Time,N,83107.0,Credit Card,26936,Single,Y,Male,0.1396,27077,Y
43.8,645.0,2,Part-Time,N,167056.0,Business,36280,Single,Y,Male,0.1748,36624,Y
42.0,609.0,3,Part-Time,N,136822.0,Business,16847,Married,Y,Male,0.1697,17243,Y
24.5,768.0,2,Full-Time,N,50150.0,Auto,2515,Single,N,Female,0.0784,2524,N
35.0,279.0,2,Full-Time,N,137889.0,Credit Crad,76053,Single,N,Femalee,0.1199,75984,N
